"Term","NObs","FreqObs","Obs.Exp","pValue","PMI_Term","PMI","NPMI","Stopword"
"vaulted",12,6.13647520864016e-05,12,0.0034174818663565,"vaulted",8.81818628701559,0.507140818248178,FALSE
"tropic",10,5.11372934053346e-05,Inf,0.00195290028303574,"tropic",8.96572451529437,0.507074830608674,FALSE
"parure",7,3.57961053837343e-05,Inf,0.0156241610373607,"parure",9.00850405459234,0.507056910138507,FALSE
"bamboo",6,3.06823760432008e-05,Inf,0.0312488014758149,"bamboo",9.29851782344461,0.506664027830851,FALSE
"painters",20,0.000102274586810669,20,2.09716192913635e-05,"painters",8.50154157874384,0.506604876935197,FALSE
"glaring",16,8.18196694485354e-05,16,0.000274583926147278,"glaring",8.64002967349707,0.506417304740377,FALSE
"inventions",19,9.71608574701358e-05,19,4.0038571436363e-05,"inventions",8.5079957528072,0.506160548407022,FALSE
"limestone",7,3.57961053837343e-05,Inf,0.0156241610373607,"limestone",8.98113214217271,0.505971921470434,FALSE
"ribaldry",6,3.06823760432008e-05,Inf,0.0312488014758149,"ribaldry",9.23238690465368,0.505723309217836,FALSE
"walls",89,0.000455121911307478,8.09090909090909,2.52134674810472e-16,"walls",7.79574705788424,0.505703381965636,FALSE
"buzzing",6,3.06823760432008e-05,Inf,0.0312488014758149,"buzzing",9.15464901436288,0.505524675619046,FALSE
"face",181,0.000925585010636557,4.76315789473684,1.5921760367589e-23,"face",7.38590997773336,0.50533739012006,FALSE
"craggy",11,5.62510227458681e-05,11,0.00634691468117391,"craggy",8.77003371649938,0.505163191759255,FALSE
"hats",21,0.000107388316151203,21,1.09619045467784e-05,"hats",8.53184902090517,0.505058078128768,FALSE
"building",74,0.000378415971199476,7.4,3.26871768195914e-13,"building",7.81488148437206,0.504999512431658,FALSE
"air",234,0.00119661266568483,4.17857142857143,4.73340842400172e-27,"air",7.2446696975584,0.504570361567821,FALSE
"delineation",7,3.57961053837343e-05,Inf,0.0156241610373607,"delineation",9.06217165468249,0.504531236728641,FALSE
"whose",279,0.00142673048600884,3.77027027027027,3.8114565584913e-29,"whose",7.15313381930404,0.504346912622446,FALSE
"swinging",6,3.06823760432008e-05,Inf,0.0312488014758149,"swinging",9.05575322513966,0.504173894325683,FALSE
"oaken",7,3.57961053837343e-05,Inf,0.0156241610373607,"oaken",9.00650764950307,0.503803924843494,FALSE
"statues",26,0.00013295696285387,13,3.03023383331073e-06,"statues",8.33898400841396,0.5035413441958,FALSE
"riant",11,5.62510227458681e-05,11,0.00634691468117391,"riant",8.70722350942002,0.503210677085549,FALSE
"dune",114,0.000582965144820815,5.42857142857143,1.14722742844622e-16,"dune",7.55616646392749,0.502805085284253,FALSE
"allures",7,3.57961053837343e-05,Inf,0.0156241610373607,"allures",9.12228310482871,0.502774420920538,FALSE
"absurdity",22,0.000112502045491736,11,3.58644172140158e-05,"absurdity",8.33062679133903,0.502741965774649,FALSE
"tinkling",7,3.57961053837343e-05,Inf,0.0156241610373607,"tinkling",9.0379628892788,0.502065190690065,FALSE
"woodward",7,3.57961053837343e-05,Inf,0.0156241610373607,"woodward",8.92945740307934,0.501915755562365,FALSE
"manner",285,0.00145741286205204,3.20224719101124,4.64920071516871e-25,"manner",7.06297852235,0.501393538240801,FALSE
"furrowed",8,4.09098347242677e-05,Inf,0.00781194069514902,"furrowed",8.93488932294847,0.501273893362986,FALSE
"ruddy",11,5.62510227458681e-05,11,0.00634691468117391,"ruddy",8.6686581201745,0.50112853386139,FALSE
"spires",9,4.60235640648012e-05,Inf,0.00390589044963952,"spires",8.81074723300929,0.500914385210591,FALSE
"dressed",46,0.000235231549664539,9.2,2.32311181988703e-09,"dressed",7.99745459433468,0.500722988971302,FALSE
"piled",10,5.11372934053346e-05,Inf,0.00195290028303574,"piled",8.79992449847413,0.500490695673198,FALSE
"glossy",8,4.09098347242677e-05,Inf,0.00781194069514902,"glossy",8.8260132344161,0.50040386209344,FALSE
"ebony",7,3.57961053837343e-05,Inf,0.0156241610373607,"ebony",8.99781690696041,0.500396635585665,FALSE
"combinations",12,6.13647520864016e-05,12,0.0034174818663565,"combinations",8.59833589440093,0.500372712274868,FALSE
"stared",7,3.57961053837343e-05,Inf,0.0156241610373607,"stared",8.92973908856755,0.500255925856096,FALSE
"frightful",18,9.20471281296024e-05,9,0.000402325484047021,"frightful",8.38022034879804,0.50017258715111,FALSE
"gilt",33,0.000168753068237604,8.25,1.08325936205889e-06,"gilt",8.10114712746596,0.500081288017926,FALSE
"goats",24,0.000122729504172803,12,1.04841781110166e-05,"goats",8.26690628435444,0.500051778576998,FALSE
"exhibition",13,6.6478481426935e-05,13,0.0018307422740901,"exhibition",8.58806829005379,0.499775197930366,FALSE
"heighten",11,5.62510227458681e-05,11,0.00634691468117391,"heighten",8.61780147466971,0.499611604520765,FALSE
"plates",37,0.000189207985599738,9.25,1.02444391462077e-07,"plates",8.09896290607539,0.499580876134913,FALSE
"fashioned",10,5.11372934053346e-05,10,0.0117176513696851,"fashioned",8.74821614116936,0.499394798090758,FALSE
"morbid",12,6.13647520864016e-05,12,0.0034174818663565,"morbid",8.66519165435459,0.499278382319445,FALSE
"sporting",10,5.11372934053346e-05,Inf,0.00195290028303574,"sporting",8.8148315017913,0.499161256899083,FALSE
"gleams",11,5.62510227458681e-05,Inf,0.000976425174370801,"gleams",8.84308668199602,0.499073534817016,FALSE
"olive",26,0.00013295696285387,13,3.03023383331073e-06,"olive",8.29142800327111,0.498947626547879,FALSE
"moss",28,0.000143184421534937,14,8.67267792497907e-07,"moss",8.24943964005469,0.498782029445941,FALSE
"disgusting",8,4.09098347242677e-05,Inf,0.00781194069514902,"disgusting",8.8208896674044,0.498673707997858,FALSE
"shaped",13,6.6478481426935e-05,13,0.0018307422740901,"shaped",8.5584746797404,0.498183321810907,FALSE
"scenes",42,0.000214776632302405,8.4,2.4537671121065e-08,"scenes",7.96267658389988,0.498082270010263,FALSE
"la",799,0.00408586974308624,2.13066666666667,7.1781797408706e-36,"la",6.5519782100528,0.497987864448227,TRUE
"musicians",9,4.60235640648012e-05,9,0.0214828019490736,"musicians",8.74191925277088,0.497941927232511,FALSE
"huge",29,0.00014829815087547,9.66666666666667,2.55387477322269e-06,"huge",8.21697718649312,0.497937039613446,FALSE
"caught",45,0.000230117820324006,9,4.20141506255965e-09,"caught",7.95716655786423,0.497737606222058,FALSE
"machinery",9,4.60235640648012e-05,Inf,0.00390589044963952,"machinery",8.78233804196311,0.497321235765889,FALSE
