"Term","NObs","FreqObs","Obs.Exp","pValue","PMI_Term","PMI","NPMI","Stopword"
"business",15,5.73692745464003e-05,0.441176470588235,0.00939596628159882,"business",4.88039185029119,0.28401017790949,FALSE
"heart",45,0.000172107823639201,0.346153846153846,9.11282405389946e-11,"heart",4.5824770977524,0.283933988922329,FALSE
"dear",25,9.56154575773338e-05,0.396825396825397,6.26170013137121e-05,"dear",4.74109922250093,0.283843470270773,FALSE
"pa",11,4.20708013340269e-05,0.44,0.0288112861205036,"pa",4.94335209049317,0.283652644336522,FALSE
"william",18,6.88431294556803e-05,0.409090909090909,0.00129815952221151,"william",4.8163223242693,0.283572946200897,FALSE
"feel",12,4.58954196371202e-05,0.461538461538462,0.0335460733690823,"feel",4.93023789056569,0.283085786938328,FALSE
"madam",11,4.20708013340269e-05,0.407407407407407,0.0138495750091984,"madam",4.92046124830097,0.282979590405811,FALSE
"proper",25,9.56154575773338e-05,0.333333333333333,5.62285049711056e-07,"proper",4.69175853250125,0.282973805217868,FALSE
"coming",15,5.73692745464003e-05,0.441176470588235,0.00939596628159882,"coming",4.86874436074616,0.282957256085965,FALSE
"iv",18,6.88431294556803e-05,0.36,0.000130710901535493,"iv",4.77313177977972,0.28238437190699,FALSE
"b",65,0.000248600189701068,0.266393442622951,1.52098353595299e-25,"b",4.42368749825522,0.282306122300813,FALSE
"occasion",21,8.03169843649604e-05,0.411764705882353,0.000534501561277487,"occasion",4.76742152503699,0.282216052717896,FALSE
"lead",12,4.58954196371202e-05,0.461538461538462,0.0335460733690823,"lead",4.9099657314462,0.281921794399903,FALSE
"done",36,0.000137686258911361,0.324324324324324,4.29463703626316e-10,"done",4.59058609196706,0.281813785328638,FALSE
"u",43,0.000164458587033014,0.304964539007092,2.24045568409283e-13,"u",4.53856488129386,0.281784757433525,FALSE
"queen",17,6.5018511152587e-05,0.395348837209302,0.00106507548548317,"queen",4.78437948476013,0.280556927607,FALSE
"raised",12,4.58954196371202e-05,0.428571428571429,0.0165849225042327,"raised",4.87547131365058,0.280302873797245,FALSE
"v",70,0.000267723281216535,0.260223048327138,1.17582629416835e-28,"v",4.37654100366654,0.280212848929015,FALSE
"faithful",9,3.44215647278402e-05,0.428571428571429,0.0427680593052967,"faithful",4.93893317337312,0.280132358695186,FALSE
"used",22,8.41416026680537e-05,0.360655737704918,2.17748959543588e-05,"used",4.69693440768278,0.27978848359899,FALSE
"consequently",7,2.67723281216535e-05,0.388888888888889,0.0432803194998267,"consequently",4.95699577442219,0.279387735502741,FALSE
"cried",12,4.58954196371202e-05,0.48,0.0470232949972026,"cried",4.88516381895191,0.279169071065011,FALSE
"things",45,0.000172107823639201,0.304054054054054,5.03624115909174e-14,"things",4.48477573590274,0.278445164041556,FALSE
"truth",27,0.00010326469418352,0.346153846153846,6.47361028884963e-07,"truth",4.62409114952876,0.278303566958889,FALSE
"mother",19,7.26677477587737e-05,0.422222222222222,0.0015617726018005,"mother",4.74104828780623,0.278271950561342,FALSE
"guard",9,3.44215647278402e-05,0.428571428571429,0.0427680593052967,"guard",4.90806672138596,0.278157848653749,FALSE
"h",63,0.000240950953094881,0.25609756097561,1.03416198622663e-26,"h",4.37054101248723,0.278086391408726,FALSE
"hi",17,6.5018511152587e-05,0.369565217391304,0.000336438916766174,"hi",4.73373340266366,0.277905954927967,FALSE
"read",20,7.6492366061867e-05,0.363636363636364,6.48730108329221e-05,"read",4.6888120115639,0.277672940004203,FALSE
"proved",10,3.82461830309335e-05,0.4,0.016670271934965,"proved",4.85665116020917,0.277441505730347,FALSE
"need",13,4.97200379402136e-05,0.40625,0.00660653750066532,"need",4.80195142382863,0.277434333723042,FALSE
"public",27,0.00010326469418352,0.341772151898734,4.31662211248561e-07,"public",4.60701773580435,0.277190659201001,FALSE
"ere",9,3.44215647278402e-05,0.428571428571429,0.0427680593052967,"ere",4.88543943050151,0.276875478443528,FALSE
"comes",15,5.73692745464003e-05,0.428571428571429,0.0065979059491779,"comes",4.77983970347231,0.276796587648779,FALSE
"ib",8,3.05969464247468e-05,0.333333333333333,0.00699868084004993,"ib",4.84772637547774,0.276230220911292,FALSE
"mine",14,5.35446562433069e-05,0.358974358974359,0.000801853260605561,"mine",4.73956521518801,0.27581489381818,FALSE
"cold",13,4.97200379402136e-05,0.40625,0.00660653750066532,"cold",4.78128890816053,0.27549237070465,FALSE
"returned",16,6.11938928494936e-05,0.421052631578947,0.00383647914161092,"returned",4.73893419010968,0.275339154707511,FALSE
"kept",17,6.5018511152587e-05,0.386363636363636,0.00072939531064559,"kept",4.70630028293941,0.275194188849055,FALSE
"fear",22,8.41416026680537e-05,0.349206349206349,9.79624705589036e-06,"fear",4.62956154129248,0.275168040751328,FALSE
"al",23,8.79662209711471e-05,0.315068493150685,3.10283093500293e-07,"al",4.59425762268825,0.275006328387311,FALSE
"grow",9,3.44215647278402e-05,0.428571428571429,0.0427680593052967,"grow",4.85525083388957,0.274598610514673,FALSE
"voice",15,5.73692745464003e-05,0.384615384615385,0.00149543496034972,"voice",4.72056007343686,0.274491572093954,FALSE
"france",21,8.03169843649604e-05,0.368421052631579,5.56421601906328e-05,"france",4.6394051114125,0.274472937026004,FALSE
"person",34,0.000130037022305174,0.28099173553719,1.20151130996509e-12,"person",4.47726605956969,0.274385263126096,FALSE
"charles",13,4.97200379402136e-05,0.342105263157895,0.000620674666013961,"charles",4.72698541701832,0.274271697132923,FALSE
"j",50,0.000191230915154668,0.256410256410256,2.02909175829143e-21,"j",4.3720772820673,0.274146283446852,TRUE
"replied",13,4.97200379402136e-05,0.448275862068966,0.0195156463541813,"replied",4.77535085855611,0.273739450206362,FALSE
"offer",8,3.05969464247468e-05,0.4,0.0356932670588671,"offer",4.85050649983708,0.273506660178477,FALSE
"consequence",12,4.58954196371202e-05,0.413793103448276,0.0115046028122734,"consequence",4.7695352074755,0.273497493260972,FALSE
"pride",10,3.82461830309335e-05,0.384615384615385,0.011328225693328,"pride",4.79561356219026,0.273461823920023,FALSE
"applied",10,3.82461830309335e-05,0.4,0.016670271934965,"applied",4.79447981286853,0.272683309652231,FALSE
"shall",81,0.000309794082550561,0.225,4.52700376502825e-43,"shall",4.21974632914328,0.272522299184046,FALSE
"g",41,0.000156809350426827,0.266233766233766,1.33634432202517e-16,"g",4.39969062837866,0.272311662449746,FALSE
"children",21,8.03169843649604e-05,0.308823529411765,5.97409135063316e-07,"children",4.56920290075415,0.271932421525653,FALSE
"self",13,4.97200379402136e-05,0.40625,0.00660653750066532,"self",4.73082368556781,0.271812117971624,FALSE
